"","ID","Pregunta 1
","Pregunta 2
","Pregunta 3","Pregunta 32","Pregunta 4","Pregunta 5","Pregunta 6","Pregunta 7","Pregunta 8","Pregunta 9","Pregunta 10","Pregunta 11","Pregunta 12","Barrio Comuna 1","Barrio Comuna 9","Pregunta 13
","Pregunta 14
","Pregunta 15
","Pregunta 16","Ingreso","Pregunta 17","Pregunta 18","Pregunta 19
","Pregunta 20
","Pregunta 21
","Pregunta 22
","Pregunta 23
","Pregunta 24
","Pregunta 25
","Pregunta 26
","Pregunta 27
","Pregunta 28","Pregunta 29
","Pregunta 30","Pregunta 32
","Pregunta 33
","Pregunta 34
","Pregunta 35
","Pregunta 36
","Pregunta 37
","Pregunta 38","Pregunta 39","Pregunta 40","Pregunta 41
","Alcohol","Cafeína","Pregunta 43
","Pregunta 44
","Pregunta 45
","Pregunta 46
","Pregunta 47
","Pregunta 48
","Horario","Escenarios o espacios deportivos","Pregunta 50
","Hongos","Metanfetamina","Implementos","Nicotina","Ayahuasca","Cocaína","Participación comunitaria","Marihuana","Esteroides","Heroína","Capacitación sobre deporte, recreación o salud","Pregunta 51","Popper","Ampliación de oferta","Opiodes","Formador o profesor","Extasis","LSD","Tussi","Otras","Pregunta 52","Pregunta 53","Pregunta 54","IMC"
"34",1082,"Usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Blanco","Técnico","Desempleado (a)","1","3","Medellín","9-Buenos Aires ",NA,"Caicedo","1","13;","8;","SI",1e+06,"SI","Físico;","NO",NA,NA,NA,NA,NA,NA,NA,"10;","Presencia de la Policía;","8","3","SI","SI","SI","Durante;","Agua;","NO","Normal",55,154,"4","No consume","No consume","SI","NO","Tengo otras opciones para ello",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"SI","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","SI","NO","SI",23.19
"35",1126,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Otra","Pregrado","Ama de casa / hombre de casa","3","4 o más","Medellín","9-Buenos Aires ",NA,"Caicedo","1","13;","8;","NO",1e+05,"SI","Emocional;","NO",NA,NA,NA,NA,NA,NA,NA,"6;",NA,"5","3","SI","SI","SI","Después;","Agua;","NO","Normal",71,164,"10","No consume","No consume","SI","SI",NA,"10","5;","8;","5","5","Excelente","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","5","NO","No consume","5","No consume","5","No consume","No consume","No consume","No consume","SI","NO","SI",26.4
"36",1161,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Otra","Técnico","Ama de casa / hombre de casa","1","3","Medellín","9-Buenos Aires ",NA,"Caicedo","3","3;","8;","NO",1e+06,"No es usuario del INDER Medellín",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"6;","Acompañamiento de personal del INDER;","13","3","SI","SI","SI","Después;","Agua;","NO","Normal",60,150,"6","No consume","No consume","SI","NO","No conozco la oferta",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",26.67
"37",1164,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Blanco","Secundaria","Ama de casa / hombre de casa","1","4 o más","Medellín","9-Buenos Aires ",NA,"Caicedo","2","13;","8;","NO",3,"No es usuario del INDER Medellín",NA,"SI","Por cuenta propia","Tres o más","7;8;","1;2;6;","NO","Solo","13;",NA,NA,"2","4 o más","SI","SI","NO","Durante;","Agua;","NO","Normal",60,170,"6","Mensual","Diario","SI","NO","Cuido a un familiar",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",20.76
"38",1167,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Raizal","Secundaria","Ama de casa / hombre de casa","2","4 o más","Medellín","9-Buenos Aires ",NA,"Caicedo","1","13;","8;","NO",5e+05,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"6;","Crear espacios de diálogo ciudadano;","13","4 o más","NO","NO","SI","Durante;","Agua;","NO","Con sobrepeso",85,160,"10","No consume","No consume","NO",NA,NA,NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",33.2
"39",1173,"No es usuario del INDER","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Blanco","Técnico","Ama de casa / hombre de casa","4 ó más","4 o más","Medellín","9-Buenos Aires ",NA,"Caicedo","2","13;","8;","NO",1200000,"No es usuario del INDER Medellín",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"6;",NA,"3","3","NO","NO","SI","Durante;","Otras;","SI","Normal",45,175,"4","No consume","Semanal","SI","NO","No conozco la oferta",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",14.69
"40",1174,"Usuario del INDER","De 18 a 28",NA,"Mujer","Otra","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Indígena","Primaria","Ama de casa / hombre de casa","1","4 o más","Medellín","9-Buenos Aires ",NA,"Buenos Aires","1","13;","8;","NO",6000,"SI","Emocional;Social;Físico;","SI","Ambas","Tres o más","4;7;","2;","NO","Con amigos","2;",NA,NA,"5","3","NO","SI","SI","Antes;","Agua;","NO","Normal",54,151,"6","No consume","No consume","SI","SI",NA,"4","4;","8;","3","3","Regular","No consume","No consume","4","No consume","No consume","No consume","3","No consume","No consume","No consume","3","NO","No consume","3","No consume","3","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",23.68
"41",1175,"No es usuario del INDER","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Indígena","Técnico","Desempleado (a)","1","4 o más","Medellín","9-Buenos Aires ",NA,"Caicedo","1","12;","8;","SI",0,"No es usuario del INDER Medellín",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"10;",NA,"13","3","SI","SI","SI","Durante;","Agua;","SI","Normal",63,160,"5","No consume","No consume","SI","NO","No conozco la oferta",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","SI",24.61
"42",1218,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Ninguna","Secundaria","Ama de casa / hombre de casa","3","4 o más","Medellín","9-Buenos Aires ",NA,"Caicedo","2","13;","8;","NO",1.5,"No es usuario del INDER Medellín",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"6;",NA,"5","3","NO","NO","SI","Después;","Agua;","NO","Normal",61,149,"5","No consume","Diario","SI","NO","No conozco la oferta",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","SI",27.48
"43",1224,"Usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Otra","Secundaria","Ama de casa / hombre de casa","3","4 o más","Medellín","9-Buenos Aires ",NA,"Caicedo","1","13;","8;","NO",1e+06,"SI","Emocional;","SI","Por cuenta propia","Dos veces","2;","1;","NO","Con la familia","16;",NA,NA,"2","4 o más","SI","SI","SI","Después;","Agua;","NO","Normal",70,163,"8","No consume","No consume","SI","NO","Incompatibilidad horaria",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",26.35
"44",1270,"Usuario del INDER","De 0 a 5","Mujer",NA,NA,NA,"Blanco","Secundaria","Ama de casa / hombre de casa","1","3","Medellín","9-Buenos Aires ",NA,"Caicedo","1","13;","8;","SI",1,"SI","Emocional;","NO",NA,NA,NA,NA,NA,NA,NA,"6;",NA,"3","3","NO","NO","SI","Después;","Agua;","NO","Con sobrepeso",76,154,"8","No consume","No consume","SI","SI",NA,"4","5;","8;","4","4","Buena","No consume","No consume","4","No consume","No consume","No consume","4","No consume","No consume","No consume","4","NO","No consume","3","No consume","4","No consume","No consume","No consume","No consume","NO SÉ","NO","SI",32.05
"45",1279,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Especialización","Ama de casa / hombre de casa","1","3","Medellín","9-Buenos Aires ",NA,"Caicedo","2","13;","8;","NO",600,"SI","Emocional;Físico;","SI","Ambas","Tres o más","3;4;8;","8;9;10;","SI","Solo","9;13;",NA,NA,"6","4 o más","NO","NO","SI","Durante;Después;","Agua;","NO","Normal",65,163,"8","No consume","No consume","SI","NO","No conozco la oferta",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",24.46
"46",1285,"Usuario del INDER","De 29 a 59",NA,"Hombre","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Secundaria","Desempleado (a)","Ninguno (a)","4 o más","Medellín","9-Buenos Aires ",NA,"Loreto","2","13;","8;","SI",2e+06,"SI","Emocional;Social;Físico;","SI","Ambas","Tres o más","1;4;7;","4;","NO","Solo","5;",NA,NA,"4","4 o más","NO","NO","SI","Durante;","Agua;Otras;","NO","Normal",72,170,"7","Mensual","Semanal","SI","SI",NA,"8","3;4;5;","8;","5","4","Buena","Mensual","No consume","5","No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",24.91
"47",1355,"Usuario del INDER","De 13 a 17","Mujer",NA,NA,NA,"Blanco","Sin estudio","Ama de casa / hombre de casa","Ninguno (a)","1","Medellín","9-Buenos Aires ",NA,"Caicedo","1","13;","8;","NO",300,"No es usuario del INDER Medellín",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"6;",NA,"5","4 o más","SI","NO","SI","Después;","Agua;","NO","Delgado",41,153,"5","No consume","No consume","NO",NA,NA,NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","SI","NO","SI",17.51
"48",1422,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Secundaria","Ama de casa / hombre de casa","4 ó más","4 o más","Medellín","9-Buenos Aires ",NA,"Caicedo","1","4;","8;","NO",1500,"No es usuario del INDER Medellín",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"6;",NA,"8","3","NO","NO","SI","Durante;","Agua;","NO","Normal",55,158,"8","No consume","Diario","NO",NA,NA,NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"SI","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",22.03
"49",1424,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Casado(a) ","Mestizo","Secundaria","Ama de casa / hombre de casa","2","4 o más","Medellín","9-Buenos Aires ",NA,"Caicedo","2","13;","8;","NO",1e+06,"SI","Físico;","SI","Ambas","Dos veces","1;6;9;","1;4;9;","NO","Solo","5;7;10;",NA,NA,"2","3","NO","NO","SI","Durante;","Agua;","SI","Delgado",55,160,"9","No consume","No consume","SI","SI",NA,"5","3;","8;","4","4","Buena","No consume","No consume","4","No consume","No consume","No consume","4","No consume","No consume","No consume","4","SI","No consume","3","No consume","5","No consume","No consume","No consume","No consume","SI","SI","SI",21.48
"50",1564,"Usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Casado(a) ","Mestizo","Secundaria","Ama de casa / hombre de casa","1","1","Medellín","9-Buenos Aires ",NA,"Salvador","3","2;5;","8;","NO",1,"SI","Emocional;Físico;","SI","Dirigida","Tres o más","4;7;","4;8;","NO","Con la familia","9;",NA,NA,"1","3","NO","NO","SI","Durante;","Agua;","NO","Con obesidad",76.1,153,"8","Semanal","No consume","SI","SI",NA,"6","4;7;8;","5;","4",NA,"Buena","No consume","No consume","4","No consume","No consume","No consume","4","No consume","No consume","No consume","5","NO","No consume","3","No consume","5","No consume","No consume","No consume","No consume","SI","NO","NO SÉ",32.51
"51",1572,"Usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Blanco","Técnico","Ama de casa / hombre de casa","2","3","Medellín","9-Buenos Aires ",NA,"Cataluña","3","13;","8;","NO",0,"SI","Emocional;Físico;Social;","SI","Dirigida","Tres o más","2;4;8;","10;","SI","Con amigos","9;",NA,NA,"2","3","SI","SI","SI","Durante;","Agua;","NO","Normal",61,165,"5","No consume","Diario","SI","SI",NA,"6","4;8;","9;","4","5","Excelente","No consume","No consume","5","No consume","No consume","No consume","4","No consume","No consume","No consume","5","SI","No consume","2","No consume","5","No consume","No consume","No consume","No consume","SI","SI","SI",22.41
"52",1581,"Usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Casado(a) ","Mestizo","Secundaria","Empleado (a)","2","3","Medellín","9-Buenos Aires ",NA,"Alejandro Echevarría","2","13;","8;","SI",9e+05,"SI","Físico;","NO",NA,NA,NA,NA,NA,NA,NA,"6;","Presencia de la Policía;","6","3","NO","NO","SI","Durante;","Agua;","NO","Normal",66,150,"7","No consume","No consume","SI","NO","Incompatibilidad horaria",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"SI","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","SI","NO","SI",29.33
"53",1605,"Usuario del INDER","De 18 a 28",NA,"Hombre","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Pregrado","Estudiante","Ninguno (a)","2","Medellín","9-Buenos Aires ",NA,"Caicedo","2","13;","2;","NO",4e+06,"SI","Emocional;Físico;","SI","Por cuenta propia","Una vez","8;","1;","SI","Con amigos","17;",NA,NA,"2","4 o más","SI","NO","NO","Durante;Después;","Agua;","NO","Delgado",69,180,"8","No consume","Quincenal","SI","NO","Incompatibilidad horaria",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"SI","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","SI","NO","NO",21.3
"54",1616,"Usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Casado(a) ","Mestizo","Técnico","Ama de casa / hombre de casa","Ninguno (a)","2","Medellín","9-Buenos Aires ",NA,"Buenos Aires","2","13;","8;","SI",1300000,"SI","Físico;","SI","Dirigida","Tres o más","4;","9;","NO","Con amigos","9;",NA,NA,"2","3","SI","NO","SI","Antes;","Agua;","NO","Normal",62,158,"5","No consume","Quincenal","SI","SI",NA,"4","4;","8;",NA,"5","Buena","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","5","SI","No consume",NA,"No consume","5","No consume","No consume","No consume","No consume","NO SÉ","SI","NO SÉ",24.84
"55",1630,"Usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Secundaria","Ama de casa / hombre de casa","2","4 o más","Medellín","9-Buenos Aires ",NA,"Salvador","3","4;5;","8;","NO",2e+06,"SI","Emocional;Físico;Social;","SI","Dirigida","Tres o más","4;","1;4;","NO","Con amigos","3;9;",NA,NA,"1","4 o más","NO","NO","SI","Durante;","Agua;","NO","Normal",78,168,"5","Mensual","Diario","SI","SI",NA,"4","4;5;8;","8;","3","4","Buena","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","5","NO","No consume","4","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","SI","NO SÉ",27.64
"56",1681,"Acudiente","De 18 a 28",NA,"Mujer","No deseo responder","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Ninguna","Secundaria","Empleado (a)","1","2","Medellín","9-Buenos Aires ",NA,"Salvador","2","13;","8;","NO",100,"No es usuario del INDER Medellín",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"6;",NA,"5","2","SI","SI","NO","Después;","Agua;","NO","Normal",78,158,"9","No consume","Mensual","NO",NA,NA,NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",31.24
"57",1683,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Ninguna","Secundaria","Ama de casa / hombre de casa","1","4 o más","Medellín","9-Buenos Aires ",NA,"Caicedo","2","13;","8;","NO",8e+05,"SI","Emocional;Físico;","SI","Ambas","Tres o más","4;","1;2;","SI","Solo","9;",NA,NA,"1","3","SI","SI","SI","Antes;Durante;","Agua;Bebidas energizantes;","NO","Normal",62,157,"9","No consume","Semanal","SI","SI",NA,"7","1;2;","8;","4","4","Excelente","No consume","No consume","4","No consume","No consume","No consume","4","No consume","No consume","No consume","5","SI","No consume","4","No consume","4","No consume","No consume","No consume","No consume","SI","NO","NO SÉ",25.15
"58",1689,"Usuario del INDER","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Secundaria","Ama de casa / hombre de casa","1","3","Medellín","9-Buenos Aires ",NA,"La Milagrosa","1","13;","8;","NO",700,"SI","Emocional;","NO",NA,NA,NA,NA,NA,NA,NA,"6;","Acompañamiento de juntas de acción comunal;","3","4 o más","SI","SI","NO","Después;","Otras;","NO","Delgado",47,165,"6","No consume","No consume","NO",NA,NA,NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"SI","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","SI","NO","SI",17.26
