"","Lácteos y derivados ","Carnes (res, cerdo, pollo, pescado) ","Cereales (arroz, pasta, avena, quinoa) ","Productos cárnicos (chorizos, salchichas, jamón, morcilla, etc). ","Aceites y grasas (aceite de canola, aceite de oliva, aceite de ajonjolí, aceite de aguacate, aguacate, aceitunas) ","Leguminosas (frijol, garbanzo, lenteja, etc) ","Raíces, tubérculos y plátanos (Arracacha, batata, ñame, yuca, papa) ","Frutas (Banano, borojo, chontaduro, manzana, mango)","Verduras","Comidas rápidas(perro, pizza, hamburguesa,etc) ","Snacks o productos de paquete ","Dulces, postres y golosinas","Gaseosas"
"1516","Diario","Semanal","Diario","Quincenal","Semanal","Quincenal","Semanal","Mensual","Semanal","Mensual","No consume","Quincenal","Semanal"
"1517","Semanal","Semanal","Semanal","No consume","Quincenal","Semanal","Semanal","Semanal","Semanal","No consume","No consume","No consume","No consume"
"1518","Diario","Semanal","Diario","Quincenal","Diario","Semanal","Diario","Diario","Diario","Mensual","No consume","No consume","No consume"
"1519","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal"
"1520","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario"
"1521","Quincenal","Quincenal","Quincenal","Quincenal","Semanal","Quincenal","Semanal","Quincenal","Semanal","No consume","No consume","No consume","No consume"
"1522","Diario","Semanal","Mensual","Diario","Quincenal","Diario","Semanal","Diario","Diario","Semanal","Diario","Quincenal","Semanal"
"1523","Diario","Diario","Diario","No consume","Diario","Diario","Diario","Diario","Diario","No consume","No consume","No consume","No consume"
"1524","Semanal","Diario","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal"
"1525","Diario","Semanal","Diario","Diario","Diario","Diario","Diario","Diario","Diario","No consume","Mensual","Semanal","No consume"
"1526","Diario","Diario","Diario","Quincenal","Semanal","Diario","Diario","Diario","Diario","Quincenal","Semanal","Semanal","Semanal"
"1527","Diario","Diario","Diario","Diario","Quincenal","Mensual","Mensual","Diario","Diario","No consume","No consume","No consume","No consume"
"1528","No consume","Diario","Diario","Mensual","Diario","Semanal","Mensual","Diario","Diario","Mensual","No consume","No consume","No consume"
"1529","Diario","Semanal","Diario","Quincenal","No consume","Diario","Diario","Semanal","Diario","Quincenal","No consume","No consume","No consume"
"1530","Quincenal","Quincenal","Diario","Quincenal","Mensual","Quincenal","Quincenal","Mensual","Quincenal","Mensual","Mensual","Mensual","Semanal"
"1531","Semanal","Quincenal","Diario","Quincenal","No consume","Semanal","Semanal","Semanal","Semanal","No consume","No consume","No consume","No consume"
"1532","Quincenal","Diario","Semanal","Semanal","Diario","Semanal","Diario","Diario","Diario","Semanal","Quincenal","Quincenal","No consume"
"1533","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Semanal","Semanal","Diario","Semanal"
"1534","Diario","Semanal","Diario","No consume","Quincenal","Semanal","Diario","Diario","Diario","No consume","No consume","Quincenal","Mensual"
"1535","Diario","Diario","Diario","Semanal","Semanal","Diario","Diario","Diario","Diario","Semanal","No consume","No consume","No consume"
"1536","Diario","Diario","Diario","Semanal","Mensual","Diario","Diario","Diario","Diario","Quincenal","Semanal","Semanal","Semanal"
"1537","Diario","Diario","Diario","Semanal","Quincenal","Semanal","Diario","Diario","Diario","Semanal","Diario","Diario","Semanal"
"1538","No consume","Diario","Diario","Semanal","Semanal","Diario","Diario","Diario","Diario","Semanal","Semanal","Quincenal","Diario"
"1539","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Mensual","Quincenal","Semanal","Diario"
"1540","Diario","Semanal","Diario","Semanal","Semanal","Diario","Diario","Semanal","Semanal","Quincenal","No consume","Semanal","Mensual"
"1541","Diario","Diario","Diario","Quincenal","Quincenal","Semanal","Diario","Quincenal","Semanal","Quincenal","Diario","Diario","Quincenal"
"1542","Diario","Diario","Diario","Quincenal","Diario","Semanal","Semanal","Semanal","Diario","Quincenal","Mensual","No consume","No consume"
"1543","No consume","Quincenal","Semanal","Quincenal","Quincenal","Semanal","Mensual","Quincenal","Semanal","Mensual","Mensual","No consume","No consume"
"1544","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Semanal","Diario","Diario","Quincenal","No consume","Semanal","Semanal"
"1545","Semanal","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Quincenal","Quincenal","Quincenal","Semanal"
"1546","Diario","Semanal","Diario","Mensual","Quincenal","Semanal","Mensual","Semanal","Diario","Quincenal","Mensual","Semanal","Quincenal"
"1547","Semanal","Semanal","Diario","Quincenal","Diario","Semanal","Diario","Semanal","Semanal","Mensual","Mensual","Semanal","Quincenal"
"1548","Diario","Semanal","Semanal","Quincenal","Semanal","Semanal","Semanal","Diario","Diario","No consume","No consume","Semanal","No consume"
"1549","Diario","Diario","Semanal","Quincenal","Semanal","Quincenal","Diario","Semanal","Diario","Mensual","Semanal","Mensual","No consume"
"1550","Quincenal","Quincenal","Diario","Semanal","Diario","Diario","Diario","Diario","Diario","Mensual","Quincenal","Quincenal","Mensual"
"1551","Mensual","Quincenal","Semanal","Quincenal","Mensual","Diario","Mensual","Semanal","Diario","Mensual","Mensual","Quincenal","Mensual"
"1552","Diario","Diario","Semanal","Mensual","Diario","Semanal","Semanal","Diario","Diario","No consume","No consume","Mensual","No consume"
"1553","Diario","Diario","Diario","No consume","No consume","Semanal","Diario","Diario","Diario","No consume","No consume","No consume","No consume"
"1554","Semanal","Diario","Diario","No consume","No consume","Quincenal","Diario","Semanal","Diario","Mensual","No consume","Quincenal","No consume"
"1555","Semanal","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Mensual","Mensual","Diario","Quincenal"
"1556","Semanal","Diario","Diario","Mensual","Diario","Semanal","Semanal","Semanal","Semanal","No consume","Mensual","Mensual","Quincenal"
"1557","Diario","Diario","Diario","Semanal","Diario","Semanal","Diario","Diario","Diario","Quincenal","Mensual","Quincenal","No consume"
"1558","No consume","Semanal","Diario","Semanal","Mensual","Diario","Quincenal","Quincenal","Diario","Mensual","Mensual","Mensual","Diario"
"1559","Quincenal","Semanal","Diario","Diario","Diario","Diario","Diario","Diario","Semanal","Quincenal","Semanal","Semanal","No consume"
"1560","Semanal","Semanal","Diario","Quincenal","Semanal","Semanal","Semanal","Quincenal","Semanal","Mensual","Mensual","Mensual","No consume"
"1561","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal"
"1562","Mensual","Quincenal","Diario","Semanal","Semanal","Diario","Quincenal","Quincenal","Diario","Mensual","Mensual","Mensual","No consume"
"1563","Diario","Diario","Diario","Semanal","Diario","Semanal","Semanal","Diario","Diario","Semanal","Semanal","Diario","Semanal"
"1564","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Quincenal","Quincenal","Quincenal"
"1565","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Semanal","Diario","Semanal"
"1566","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Diario","Diario","Semanal","Diario","Mensual","Semanal"
"1567","Diario","Diario","Diario","Semanal","Diario","Semanal","Diario","Diario","Diario","Quincenal","Diario","Diario","Quincenal"
"1568","Diario","Diario","Diario","Semanal","Semanal","Semanal","Diario","Diario","Diario","Quincenal","Semanal","No consume","No consume"
"1569","Diario","Diario","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Diario","Quincenal","Semanal","Quincenal","No consume"
"1570","Diario","Semanal","Diario","Quincenal","Semanal","Diario","Semanal","Diario","Diario","Mensual","Mensual","Mensual","Mensual"
"1571","Diario","Diario","Diario","No consume","Diario","Diario","Diario","Diario","Diario","Semanal","Semanal","Diario","Diario"
"1572","Semanal","Semanal","Diario","Semanal","No consume","Semanal","Semanal","Semanal","Semanal","Mensual","Mensual","Mensual","Mensual"
"1573","Mensual","Semanal","Diario","Mensual","Diario","Semanal","Semanal","Semanal","Diario","Mensual","Quincenal","Quincenal","No consume"
"1574","Diario","Diario","Diario","Semanal","No consume","Semanal","Semanal","Diario","Semanal","Quincenal","Mensual","Semanal","Semanal"
"1575","Quincenal","Semanal","Semanal","No consume","Quincenal","Semanal","Semanal","Semanal","Semanal","No consume","Mensual","Mensual","No consume"
"1576","Semanal","Diario","Semanal","Semanal","Diario","Semanal","Diario","Diario","Semanal","Mensual","Mensual","Mensual","No consume"
"1577","Semanal","Semanal","Diario","Semanal","Quincenal","Semanal","Diario","Semanal","Semanal","Mensual","Mensual","Mensual","Quincenal"
"1578","Diario","Diario","Diario","Semanal","Diario","Semanal","Semanal","Diario","Diario","Quincenal","Quincenal","Quincenal","No consume"
"1579","Diario","Diario","Diario","Quincenal","Diario","Semanal","Diario","Semanal","Semanal","Quincenal","Quincenal","No consume","Mensual"
"1580","Semanal","Diario","Diario","Semanal","Diario","Quincenal","Semanal","Mensual","Semanal","Mensual","No consume","Quincenal","No consume"
"1581","Diario","Diario","Diario","Quincenal","Semanal","Semanal","Diario","Diario","Semanal","Semanal","Diario","Semanal","Semanal"
"1582","Diario","Diario","Diario","No consume","Diario","Semanal","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Semanal"
"1583","No consume","Semanal","Semanal","Semanal","No consume","Diario","Quincenal","Quincenal","Diario","No consume","No consume","No consume","No consume"
"1584","Semanal","Semanal","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Semanal","Mensual","Quincenal","Quincenal","Mensual"
"1585","Diario","Diario","Diario","Diario","Diario","Semanal","Diario","Quincenal","Semanal","Mensual","Mensual","Mensual","Quincenal"
"1586","Diario","Diario","Diario","Semanal","No consume","Diario","Diario","Semanal","Diario","Mensual","Semanal","Semanal","No consume"
"1587","Semanal","Semanal","Diario","Diario","No consume","Diario","Diario","Semanal","Semanal","Mensual","Quincenal","Semanal","Quincenal"
"1588","Diario","Diario","Diario","Semanal","Diario","Diario","Semanal","Diario","Diario","Semanal","Semanal","Semanal","Semanal"
"1589","Diario","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Diario","Diario","Mensual","Quincenal","Diario","Quincenal"
"1590","Diario","Diario","Diario","Diario","Diario","Diario","Semanal","Diario","Semanal","Mensual","No consume","No consume","No consume"
"1591","Diario","Diario","Semanal","Semanal","Diario","Diario","Diario","Semanal","Diario","Semanal","Semanal","Quincenal","Semanal"
"1592","Diario","Diario","Diario","Semanal","Semanal","Diario","Diario","Diario","Diario","Quincenal","No consume","No consume","No consume"
"1593","Diario","Diario","Diario","Quincenal","Quincenal","Semanal","Diario","Semanal","Semanal","Mensual","No consume","Quincenal","No consume"
"1594","Semanal","Diario","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Diario","Quincenal","No consume","No consume","Quincenal"
"1595","Diario","Semanal","Semanal","Mensual","Semanal","Semanal","Quincenal","Diario","Diario","Mensual","Mensual","Mensual","Mensual"
"1596","Semanal","Quincenal","Diario","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Mensual","Quincenal","Quincenal","Mensual"
"1597","Diario","Diario","Diario","Mensual","Diario","Diario","Semanal","Diario","Diario","No consume","No consume","No consume","No consume"
"1598","Semanal","Diario","Diario","Semanal","No consume","Semanal","Diario","Semanal","Semanal","Mensual","Quincenal","Semanal","Mensual"
"1599","Semanal","Quincenal","Quincenal","Semanal","Diario","Semanal","Semanal","Mensual","Semanal","Semanal","Semanal","Diario","Semanal"
"1600","Diario","Diario","Diario","No consume","No consume","Semanal","Semanal","Semanal","Diario","Quincenal","Semanal","Diario","No consume"
"1601","Semanal","Diario","Diario","Mensual","Diario","Semanal","Quincenal","Quincenal","Diario","No consume","No consume","No consume","No consume"
"1602","Diario","Quincenal","Diario","No consume","Mensual","Diario","Diario","Diario","Diario","No consume","No consume","No consume","No consume"
"1603","Diario","Diario","Diario","Semanal","Diario","Semanal","Diario","Diario","Diario","Quincenal","Mensual","Semanal","No consume"
"1604","Diario","Semanal","Diario","Semanal","Diario","Diario","Diario","Semanal","Diario","Mensual","Mensual","Quincenal","No consume"
"1605","Semanal","Mensual","Quincenal","Semanal","Diario","Semanal","No consume","Mensual","Semanal","Mensual","Mensual","Semanal","Quincenal"
"1606","Semanal","Diario","Diario","Mensual","Semanal","Semanal","Semanal","Diario","Diario","Quincenal","Mensual","Semanal","Semanal"
"1607","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Diario","Diario","Semanal","Semanal","Semanal","Diario"
"1608","Semanal","Diario","Diario","Mensual","Semanal","Semanal","Semanal","Diario","Semanal","No consume","No consume","Semanal","No consume"
"1609","Mensual","Quincenal","No consume","No consume","No consume","No consume","No consume","Diario","Diario","Semanal","Mensual","Semanal","No consume"
"1610","Diario","Semanal","Semanal","Diario","Diario","Diario","No consume","Semanal","Semanal","No consume","Mensual","No consume","No consume"
"1611","Semanal","Diario","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Diario","Mensual","Mensual","Semanal","Semanal"
"1612","Diario","Diario","Diario","No consume","Diario","Semanal","Diario","Diario","Diario","No consume","No consume","Quincenal","No consume"
"1613","Semanal","Semanal","Quincenal","Mensual","Quincenal","Mensual","Semanal","Quincenal","Quincenal","No consume","No consume","No consume","No consume"
"1614","Diario","Diario","Diario","Semanal","Diario","Semanal","Diario","Diario","Diario","Quincenal","Semanal","Semanal","No consume"
"1615","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Quincenal","No consume","No consume"
"1616","Semanal","Mensual","Semanal","Semanal","No consume","Semanal","Diario","Semanal","Semanal","Quincenal","Quincenal","Quincenal","Semanal"
"1617","Diario","Diario","Diario","Mensual","Semanal","Semanal","No consume","Mensual","Diario","Mensual","Mensual","Mensual","Diario"
"1618","Diario","Diario","Semanal","Mensual","Quincenal","Semanal","Semanal","Semanal","Diario","No consume","Mensual","Mensual","Mensual"
"1619","Diario","Diario","Diario","Semanal","Diario","Quincenal","Semanal","Semanal","Diario","Mensual","Diario","Semanal","Semanal"
"1620","Diario","Semanal","Diario","Semanal","Diario","Diario","Diario","Diario","Diario","Mensual","Mensual","Mensual","No consume"
"1621","Diario","Diario","Diario","Semanal","Diario","Semanal","Mensual","Diario","Diario","Diario","Diario","Diario","Quincenal"
"1622","Diario","Diario","Diario","No consume","Semanal","Semanal","Diario","Semanal","Diario","Mensual","Mensual","No consume","No consume"
"1623","Semanal","Semanal","Diario","Mensual","Mensual","Diario","Diario","Diario","Diario","Mensual","No consume","No consume","No consume"
"1624","Diario","Diario","Diario","Mensual","No consume","Semanal","Semanal","Diario","Diario","Mensual","No consume","Mensual","No consume"
"1625","No consume","Quincenal","Diario","No consume","Diario","Semanal","Semanal","No consume","Semanal","No consume","No consume","Mensual","No consume"
